Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes
[NoteStar NP-925],Hardware,Portable Computer,NoteStar NP-925 386SX-25,NoteStar,MicroStar,925 386SX-25,1992,$2331,,1.44MB,N/A,120 MB Tobisha ,4MB,,2 external Ethernet ports; 1 DC port for battery,N/A,"DOS 5.0, Windows 3.1",N/A,2016.07.1,2016/06/01,,
