Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Tested [date],Donor,Notes
[Playstation 2],Hardware,Game Console,Playstation 2,"PS2, Playstation 2",Sony Entertainment Inc.,SCPH-77001,,,FU5274891,,,,32 MB,294.912 MHz,,,,,2015.09.05,,Erin Kingsley ,"Comes with 8 MB memory card, two controllers, and cords for charging and TV hook-up"
