Name,Medium,Type,Format,Intended Compatibility,Product Name,User Name,Developer,Author,Publisher,Language,Year,Parts,Original Price,Identifying #,Accession Number,Tested [date],Donor,Notes
[True North],Special Collections,Hypertext Poetry,Floppy 5¼-inch floppy disk,Windows or Mac,True North,True North,N/A,Stephanie Strickland,Eastgate Systems,English,1997,"1 floppy disk, 1 manual and 1 suggestion booklet of other hypertext poetry",N/A,1-884511-36-8,2014.06.27,,Stephanie Strickland,Collection includes duplicate: 2014.06.28.
