Name,Medium,Type,Product Name,User Name,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Tested [date],Donor,Notes
[Altair 8800b],Hardware,Desktop Computer,Altair 8800b,Altair; 8800; 8800b,MITS,8800b,June 1976,$439 (kit) - $621 (assembled),221411K,Not originally included.,N/A,None (used paper tape/cassette/floppy drive output),256 bytes,Intel 8080 @ 2.0 MHz,Serial,Altair-bus card-cage for expansion,"CP/M, BASIC","Additional RAM, Serial Interface, Parallel Interface, Cassette Interface",2013.10.1,10/30/2013,Brad Feld,
