[Product Name],Medium,Type,Product Name,User Name,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession #,Tested [date],Donor,Notes
[Sony Vaio Notebook],Hardware,Portable Computer,Sony Vaio Notebook,Sony Vaio Notebook,Sony,PCG-812,1998,Unknown,289834303300956,N/A,CD-RW,40GB,64MB,Intel Pentium II 233 MHz ,1 x USB - 4 pin USB Type A; 1 x modem - phone line - RJ-11; 1 x audio - line-in - mini-phone stereo 3.5 mm; 1 x headphones - output - mini-phone stereo 3.5 mm; 1 x infrared - IrDA; 1 x serial - RS-232C - 9 pin D-Sub (DB-9); 1 x parallel - IEEE 1284 (EPP/ECP) - 25 pin D-Sub (DB-25); 1 x PS/2; 1 x display / video - VGA - 15 pin HD D-Sub (HD-15); 1 x storage - floppy interface; 1 x docking / port replicator; 1 x microphone - input - mini-phone mono 3.5 mm ,"1 expansion bay, 1 CardBus slot",Windows XP,N/A,2014.08.19,,Brad Feld,No boot
