[Product Name],Medium,Type,Product Name,User Name,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession #,Tested [date],Donor,Notes
[TRS-80 Micro Color Computer MC-10],Hardware,Desktop Computer,TRS-80 Micro Color Computer MC-10,TRS-80 Micro Color Computer MC-10,RadioShack,26-3011,1983,Unknown,255217,N/A,N/A,N/A,4kb,.89MHz Motorolla MC6803,Serial I/O; Casette; Display; Proprietary cartridge slot,N/A,Microsoft Micro Color Basic,N/A,2014.09.79.1,,Don Witte,"power supply, 16K RAM expansion cartridge (2014.09.79.2), and OS cassette (2014.09.79.3)"
