Name,Medium,Type,Product Name,User Name,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Tested [date],Donor,Notes
[Franklin ACE 1000],Hardware,Desktop Computer,Franklin ACE 1000,"Ace, Ace 1000",Franklin,ACE 1000,1982-1984,"$1,100",N/A,"Cassette Tape, 5.25 disk drive""",N/A,N/A,64K,1MHz MOS/Commodore 6502," 8 Apple compatible slots, Apple ][ compatible",N/A,"Apple DOS, CP/M with Z80 card",N/A,2013.06.76,5/30/2013,Mike Procopio,"“The Franklin Ace line were clones of the Apple ][+ that were nearly 100% compatible. Unfortunately this compatibility cost Franklin. In the end, Apple successfully sued them for patent infringement. They were able to continue after this lawsuit but by then Apple ][ compatibility was no longer an issue.” Desktop does not work."
