[Product Name],Medium,Type,Product Name,User Name,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession #,Tested [date],Donor,Notes
[TV Scoreboard],Hardware,Game Console,TV Scoreboard,TV Scoreboard,Tandy,60-3061,1976,,,,,,,,,,General Instruments AY-3-8500,,2015.09.22,,Erin Kingsley,Runs on AA batteries or AC adapter
