Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes,image,360_image
Tandy 600,Hardware,Portable Computer,Tandy 600 Portable Computer,Tandy 600,Radio Shack,TRS 80 Model 600,1985,$1599 ($2398 with 224 KB of RAM),50704004,1 on side,,160 KB,32 KB,80C88,Phone port; FDD port; Printer port; RS-232 serial port,,Microsoft Works 1.2,,2016-07-02,2016-06-01,,,,
