Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes
[Venture Electronics VS-1 Video Sports Game Console],Hardware,Game Console,Video Sports,,Venture Electronics,VS-1,1976,,7609119070,N/A,N/A,N/A,,,,N/A,N/A,,2013-08-19,2013-10-30,,AY-3-8500 main board. 4 different games installed to choose from. Cannot find a TV that works with this device.
