Name,Medium,Type,Format,Intended Compatibility,Product Name,Username,Developer,Author,Publisher,Language,Year,Parts,Original Price,Identifying #,Accession Number,Date tested,Donor,Notes
[Cock Fight],Special Collections,Digital Literature,VHS,VHS,Cock Fight,Cock Fight,N/A,Hannah Epstein,Hannah Epstein,English,N/A,"5 Videos, 4 pencils and a manual ",N/A,N/A,2014.07.10,,Hannah Epstein,"Collection includes 5 videos accession #s - 2014.07.10, 2014.07.11, 2014.07.12, 2014.07.13, and 2014.07.14."
