Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes,image,360_image
Zenith Portfolio,Hardware,Portable Computer,Zenith SupersPort Portable 286e,SupersPort 286e,Zenith,ZWL-0200-21,1990,,,1 disk drive,,20 MB,,,,,,,2016-07-04,,,,,
