Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Accession Number,Date Tested,Donor,Notes,image,360_image
Archer transistor intercom,,Archer,,,,,,9 volt battery,two remote receivers,2019-06-12,,,,,
