Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date tested,Donor,Notes
Box of Edison Discs,Audio,Analog Recording,Box of Edison Discs,,Edison,,,,,,,,,,,,,,2018.11.34,,,Contains a Record Index Card with all 50 filled in by owner
