Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Drive Disk,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Tested [date],Donor,Notes
[Gateway 2000 Colorbook],Hardware,Portable Computer,Gateway 2000 Colorbook,Gateway 2000 Colorbook,Gateway,CB486SX33,1993,$2795.00,930962837,3.5 in,N/A,250MB,8MB,33MHz,1x PS/2; 1 x VGA; 1 x SCSI parallel; 1 x DE-9 serial; ,N/A,Windows 95,N/A,2014.08.21,,Brad Feld,In original packaging; No boot
