Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes
IBM 5150 PC, Hardware, Desktop Computer, IBM 5150 PC, IBM 5150 PC, IBM, 5150, 1981-1987, $1565, AN08ZA5151, Dual 160KB 5.25-inch Disk Drives, N/A, N/A, 16 kB, Intel 8088 @ 4.77 MHz," Cassette & Keyboard Only, 5 Internal Expansion Slots", N/A," IBM BASIC / PC DOS v 1.0, CP/M-86, UCSD p-system", N/A,2013.06.63,2013-05-30, , Desktop turns on but disk drive cannot load software.
IBM NetVista, Hardware, Desktop Computer, IBM NetVista, IBM NetVista, IBM, , , , , , , , , , , , , ,2013.07.230,, , 
