Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes
[Atari Portfolio],Hardware,Portable Computer,Atari Portfolio,"PocketPC, Atari Portfolio","Atari, IBM",Portfolio,,,F29C4027667,N/A,N/A,256 KB,128 KB,80C88,60 Pin expansion BUS,Memory Card slot; Built in speaker,DIP DOS 2.11,N/A,2016-07-03,,,
