Name,Medium,Type,Product Name,Username,Manufacturer,Model,Year,Original Price,Serial,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatible Peripherals,Accession Number,Date Tested,Donor,Notes
[Sony Reader],Hardware,eReader,Sony Reader,Sony Reader,Sony,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013.07.267,,,
[Amazon Kindle - Small],Hardware,eReader,Amazon Kindle,Amazon Kindle - Small,Amazon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013.07.268,,,
[Amazon Kindle - Large],Hardware,eReader,Amazon Kindle,Amazon Kindle - Large,Amazon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013.07.269,,,
Amazon Kindle,Hardware,eReader,Amazon Kindle,Amazon Kindle 2nd generation,Amazon,D00511,2009,N/A,B002A1A090274619,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018.03.11,,,Comes in red leather case
RCA eBook,Hardware,eReader,RCA eBook,RCA eBook,RCA,REB1100,2001,$300,43251373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018.03.12,,,Comes with stylus and protective pouch.
