Name,Medium,Type,Product Name,Username,Company,Language,Region,Year,Length,Parts,Genre,Original Price,Identifying Number,Accession Number,Date Tested,Donor,Notes,s
Ezra Pound Reads,Audio/Video,Audiobook,Ezra Pound Reads,Ezra Pound Reads,Harper Collins Publishers,English,True,Recorded in 1960, Remastered in 1993,Approximately 90 Minutes,2 Cassette Tapes,Poetry,19,1-55994-845-0,2015-04-01,,,
